Title,Type,Hash,Node Name,Content,Page Number,Location
"""Compliance""",Title,95521f3c1af881ea7cf1d71ec7c00c9a,Compliance_95521f3c1af881ea7cf1d71ec7c00c9a,"""Compliance""",1,"""{'left': 0.6693876385688782, 'top': 0.43129798769950867, 'width': 0.20682264864444733, 'height': 0.025126678869128227, 'page': 1}"""
