Figure,Type,Hash,Node Name,Content,Page Number,Location
"""(empty content)""",Figure,81ccfbb0303a4d6d059397f5758796e3,(empty content)_81ccfbb0303a4d6d059397f5758796e3,"""(empty content)""",1,"""{'left': 0.5837770104408264, 'top': 0.10127876698970795, 'width': 0.050858061760663986, 'height': 0.04697060212492943, 'page': 1}"""
